x,y,OBJECTID_1,OBJECTID,SETL_CODE,MGLSDE_LOC,MGLSDE_L_1,MGLSDE_L_2,MGLSDE_L_3,MGLSDE_L_4,lat,lon
3934503.356,3845133.266,805,805,475,דחי,498,45,ישובים כפריים אחרים לא יהודים,DAHI,32.5380174754693,35.3258141163477
3932337.279,3853168.416,806,806,478,אכסאל,10300,27,"10000-19999 תושבים,ישובים לא יהודים",IKSAL,32.6060119548121,35.3085561116385
3938216.016,3890666.19,807,807,480,בית ג'ן,9430,28,"2000-9999 תושבים,ישובים לא יהודים",BEIT JANN,32.9233229915459,35.3553868761346
3941187.169,3880443.042,808,808,481,מגאר,17900,27,"10000-19999 תושבים,ישובים לא יהודים",MUGHAR,32.8368133853929,35.3790464362102
3937293.933,3869886.295,809,809,482,בועיינה-נוג'ידאת,7090,28,"2000-9999 תושבים,ישובים לא יהודים",BU'EINE-NUJEIDAT,32.7474808179728,35.3480430150987
3926774.735,3885863.91,810,810,483,בענה,6720,28,"2000-9999 תושבים,ישובים לא יהודים",BI'NE,32.8826854798553,35.2642223750262
3916305.365,3887516.349,811,811,485,ג'ולס,5010,28,"2000-9999 תושבים,ישובים לא יהודים",JULIS,32.8966686293633,35.1807235059900
3866853.154,3747464.318,812,812,2660,יבנה,31700,16,"20000-49999 תושבים,ישובים יהודים",YAVNE,31.7115301408839,34.7853032462023
3912963.459,3832041.748,813,813,2710,אום אל-פחם,38000,26,"20000-49999 תושבים,ישובים לא יהודים",UMM AL-FAHM,32.4272353438576,35.1540542179701
3891330.023,3793971.379,814,814,2720,טירה,19300,27,"10000-19999 תושבים,ישובים לא יהודים",TIRE,32.1050789393220,34.9812290222241
3897329.402,3798326.679,815,815,2730,טייבה,30400,26,"20000-49999 תושבים,ישובים לא יהודים",TAYIBE,32.1419340539050,35.0291888941639
3960302.246,3923368.915,816,816,2800,קריית שמונה,21600,16,"20000-49999 תושבים,ישובים יהודים",QIRYAT SHEMONA,33.2000577019198,35.5311166104340
3909034.217,3717383.79,817,817,3488,כפר עציון,408,33,קיבוצים,KEFAR EZYON,31.4569848062432,35.1226880579700
3945779.593,3761770.207,818,818,3555,נתיב הגדוד,132,31,מושבים (כפרים שיתופיים) (ב),NETIV HAGEDUD,31.8325884300047,35.4156044097961
3947582.338,3735473.747,819,819,3556,אלמוג,155,33,קיבוצים,ALMOG,31.6100643690846,35.4299512070600
3914080.84,3791915.23,820,820,3557,קדומים,2800,18,"2000-9999 תושבים,ישובים יהודים",QEDUMIM,32.0876795374264,35.1629720589545
3945382.732,3765524.021,821,821,3558,תומר,303,31,מושבים (כפרים שיתופיים) (ב),TOMER,31.8643536962850,35.4124457705751
3900095.046,3778046.277,822,822,3560,אלקנה,3030,18,"2000-9999 תושבים,ישובים יהודים",ELQANA,31.9703186505008,35.0512895602946
3912155.704,3716051.181,823,823,3561,מגדל עוז,268,33,קיבוצים,MIGDAL OZ,31.4457080906831,35.1476069705555
3935032.344,3757909.316,824,824,3564,כוכב השחר,1300,37,ישובים קהילתיים,KOKHAV HASHAHAR,31.7999170744316,35.3300282885431
3934111.291,3754642.065,825,825,3565,רימונים,509,37,ישובים קהילתיים,RIMMONIM,31.7722691682058,35.3226906184043
3948833.047,3771482.944,826,826,3566,יפית,102,31,מושבים (כפרים שיתופיים) (ב),YAFIT,31.9147788743865,35.4399034082800
3901750.163,3795205.852,827,827,3567,סלעית,439,31,מושבים (כפרים שיתופיים) (ב),SAL'IT,32.1155252060581,35.0645133486359
3911526.627,3824998.073,828,828,3568,ריחן,131,32,מושבים שיתופיים,REHAN,32.3676308560200,35.1425855668823
3915716.007,3818594.074,829,829,3569,מבוא דותן,279,37,ישובים קהילתיים,MEVO DOTAN,32.3134393799094,35.1760208353269
3917533.658,3777057.834,830,830,3570,אריאל,16300,17,"10000-19999 תושבים,ישובים יהודים",ARI'EL,31.9619543159441,35.1905236896534
3916828.139,3797938.393,831,831,3571,שבי שומרון,563,37,ישובים קהילתיים,SHAVE SHOMERON,32.1386483211014,35.1848946951448
3910159.188,3764092.84,832,832,3573,חלמיש,895,37,ישובים קהילתיים,HALLAMISH,31.8522428589605,35.1316694965142
3921187.818,3755597.529,833,833,3574,בית אל,4410,18,"2000-9999 תושבים,ישובים יהודים",BET EL,31.7803544335569,35.2196730420485
3910489.109,3747146.59,834,834,3575,בית חורון,826,37,ישובים קהילתיים,BET HORON,31.7088414862604,35.1343033260978
3940045.195,3739141.504,835,835,3576,מצפה יריחו,1370,37,ישובים קהילתיים,MIZPE YERIHO,31.6411014060252,35.3699535146870
3955710.761,3808812.865,836,836,3578,שדמות מחולה,487,32,מושבים שיתופיים,SHADMOT MEHOLA,32.2306695193788,35.4946119158741
3933253.696,3793885.718,837,837,3579,אלון מורה,1060,37,ישובים קהילתיים,ELON MORE,32.1043540652410,35.3158579707715
3954278.038,3785987.341,838,838,3598,ארגמן,167,31,מושבים (כפרים שיתופיים) (ב),ARGAMAN,32.0375169679900,35.4832180545260
3953688.715,3811807.398,839,839,3599,מחולה,311,31,מושבים (כפרים שיתופיים) (ב),MEHOLA,32.2560096449765,35.4785310076648
3909992.258,3719733.382,840,840,3602,ראש צורים,247,33,קיבוצים,ROSH ZURIM,31.4768673564545,35.1303368315634
3914944.735,3727034.196,841,841,3603,הר גילה,357,37,ישובים קהילתיים,HAR GILLO,31.5386477913612,35.1698662480022
3910055.962,3718180.754,842,842,3604,אלון שבות,3030,18,"2000-9999 תושבים,ישובים יהודים",ALLON SHEVUT,31.4637288122491,35.1308454029558
3950957.489,3778219.064,843,843,3605,משואה,142,31,מושבים (כפרים שיתופיים) (ב),MASSU'A,31.9717807999950,35.4568056655961
3946003.088,3763273.022,844,844,3606,גלגל,161,33,קיבוצים,GILGAL,31.8453054488363,35.4173831737496
3943258.431,3756560.834,845,845,3607,"ייט""ב",139,32,מושבים שיתופיים,YITAV,31.7885060393289,35.3955365039261
3941269.822,3772492.864,846,846,3608,מעלה אפרים,1430,35,ישובים כפריים יהודים אחרים,MA'ALE EFRAYIM,31.9233249478847,35.3797045282100
3940929.966,3706603.926,847,847,3610,מצפה שלם,191,33,קיבוצים,MIZPE SHALEM,31.3657641886524,35.3769985454846
3909656.421,3702812.118,848,848,3611,קריית ארבע,6580,18,"2000-9999 תושבים,ישובים יהודים",QIRYAT ARBA,31.3336774167122,35.1276556547247
3946847.207,3795179.741,849,849,3612,בקעות,147,31,מושבים (כפרים שיתופיים) (ב),BEQA'OT,32.1153042511864,35.4241010772520
3940294.646,3776913.458,850,850,3613,גיתית,95,31,מושבים (כפרים שיתופיים) (ב),GITTIT,31.9607325951787,35.3719398347881
3943329.647,3784555.381,851,851,3614,מכורה,119,31,מושבים (כפרים שיתופיים) (ב),MEKHORA,32.0253995382307,35.3961034315070
3945564.656,3769184.77,852,852,3615,פצאל,216,31,מושבים (כפרים שיתופיים) (ב),PEZA'EL,31.8953314284590,35.4138937253700
3931084.27,3735010.627,853,853,3616,מעלה אדומים,26500,16,"20000-49999 תושבים,ישובים יהודים",MA'ALE ADUMMIM,31.6061453866048,35.2985714260710
3925317.339,3757145.743,854,854,3617,עפרה,2060,18,"2000-9999 תושבים,ישובים יהודים",OFRA,31.7934556138542,35.2526033488500
3911895.346,3718957.849,855,855,3618,אלעזר,796,37,ישובים קהילתיים,EL'AZAR,31.4703046969273,35.1455287762715
3950035.937,3795941.65,856,856,3619,רועי,122,31,מושבים (כפרים שיתופיים) (ב),RO'I,32.1217516261237,35.4494740922190
3947227.054,3759166.949,857,857,3620,נירן,56,33,קיבוצים,NIRAN,31.8105593248181,35.4271239179200
3904025.791,3785137.436,858,858,3637,מעלה שומרון,527,37,ישובים קהילתיים,MA'ALE SHOMERON,32.0303249637841,35.0826917367404
3934050.307,3739843.134,859,859,3638,כפר אדומים,1790,37,ישובים קהילתיים,KEFAR ADUMMIM,31.6470386901612,35.3222047548047
3944231.496,3740611.711,860,860,3639,ורד יריחו,157,31,מושבים (כפרים שיתופיים) (ב),WERED YERIHO,31.6535424927900,35.4032824144945
3906836.125,3785921.064,861,861,3640,קרני שומרון,6100,18,"2000-9999 תושבים,ישובים יהודים",QARNE SHOMERON,32.0369561244789,35.1051366301268
3929298.65,3770330.895,862,862,3641,שילה,1710,37,ישובים קהילתיים,SHILO,31.9050300835205,35.2843407206718
3917750.427,3804065.138,863,863,3642,חמש,153,37,ישובים קהילתיים,HOMESH,32.1904936381525,35.1922531229485
3914677.852,3826660.326,864,864,3643,חיננית,639,37,ישובים קהילתיים,HINNANIT,32.3816970518352,35.1677364771206
3913944.483,3743262.324,865,865,3644,גבעון החדשה,1220,37,ישובים קהילתיים,GIV'ON HAHADASHA,31.6759723193115,35.1618838356192
3949736.924,3738134.428,866,866,3645,בית הערבה,52,33,קיבוצים,BET HAARAVA,31.6325794012200,35.4470951172240
3954800.878,3796328.661,867,867,3646,חמדת,92,37,ישובים קהילתיים,HEMDAT,32.1250265654846,35.4873761562267
3908952.196,3782948.407,868,868,3647,יקיר,862,37,ישובים קהילתיים,YAQIR,32.0118011099999,35.1220331838233
3899714.231,3753997.999,869,869,3648,מתתיהו,1380,32,מושבים שיתופיים,MATTITYAHU,31.7668189959361,35.0482467236780
3915401.2,3825696.157,870,870,3649,שקד,539,37,ישובים קהילתיים,SHAQED,32.3735381309230,35.1735087914694
3913558.937,3718915.92,871,871,3650,אפרתה,6810,18,"2000-9999 תושבים,ישובים יהודים",EFRATA,31.4699498848154,35.1588068430065
3930328.728,3747527.623,872,872,3651,מעלה מכמש,945,37,ישובים קהילתיים,MA'ALE MIKHMAS,31.7120658323743,35.2925503121512
3901910.052,3768073.417,873,873,3652,בית אריה,2480,18,"2000-9999 תושבים,ישובים יהודים",BET ARYE,31.8859270174767,35.0657907037494
3921771.405,3710447.936,874,874,3653,מעלה עמוס,258,37,ישובים קהילתיים,MA'ALE AMOS,31.3982927011608,35.2243274874165
3908772.188,3777350.051,875,875,3654,ברקן,1200,37,ישובים קהילתיים,BARQAN,31.9644270987516,35.1205959693336
3916808.35,3689026.297,876,876,3656,כרמל,301,32,מושבים שיתופיים,KARMEL,31.2170200096138,35.1847368044417
3914527.899,3686577.153,877,877,3657,מעון,320,32,מושבים שיתופיים,MA'ON,31.1962950383639,35.1665398128928
3915824.987,3763355.978,878,878,3658,עטרת,320,37,ישובים קהילתיים,ATERET,31.8460074312741,35.1768904312900
3921204.213,3750034.561,879,879,3659,פסגות,1180,37,ישובים קהילתיים,PESAGOT,31.7332798695110,35.2198038039864
3911711.951,3784565.607,880,880,3660,עמנואל,2350,18,"2000-9999 תושבים,ישובים יהודים",IMMANU'EL,32.0254860729201,35.1440648832925
3900366.877,3743337.891,881,881,3709,מבוא חורון,599,32,מושבים שיתופיים,MEVO HORON,31.6766117828891,35.0534615208270
3925716.441,3788653.504,882,882,3710,ברכה,817,37,ישובים קהילתיים,BERAKHA,32.0600783903339,35.2557853148624
3918648.919,3807633.658,883,883,3711,שא-נור,43,37,ישובים קהילתיים,SA-NUR,32.2206909191015,35.1994211319485
3910358.732,3800917.133,884,884,3712,ענב,492,37,ישובים קהילתיים,ENAV,32.1638548048000,35.1332625038600
3948105.126,3751500.753,885,885,3713,נעמי,129,31,מושבים (כפרים שיתופיים) (ב),NO'OMI,31.7456869826401,35.4341112907096
3928907.09,3740866.94,886,886,3715,עלמון,721,37,ישובים קהילתיים,ALMON,31.6557022695621,35.2812198519109
3909399.409,3819047.81,887,887,3717,חרמש,246,37,ישובים קהילתיים,HERMESH,32.3172789503982,35.1256037326881
3949492.6,3751554.823,888,888,3718,נחל אלישע,0,0,ללא סוג,NAHAL ELISHA,31.7461445235634,35.4451512082007
3899651.489,3706249.755,889,889,3719,תלם,76,32,מושבים שיתופיים,TELEM,31.3627671454200,35.0477453849534
3899131.585,3779443.423,890,890,3720,שערי תקווה,3650,18,"2000-9999 תושבים,ישובים יהודים",SHA'ARE TIQWA,31.9821414805645,35.0435909964464
3895316.383,3700719.313,891,891,3721,נחל דורן,0,-99,נקודה שאיננה יישוב,NAHAL DORAN,31.3159678327788,35.0130992752004
3885603.493,3683638.503,892,892,3722,אשכולות,220,37,ישובים קהילתיים,ESHKOLOT,31.1714277997808,34.9354274349696
3914599.814,3696004.569,893,893,3723,פני חבר,355,37,ישובים קהילתיים,PENE HEVER,31.2760710536719,35.1671137189305
3909509.776,3735020.174,894,894,465,צובה,616,33,קיבוצים,ZOVA,31.6062261783648,35.1264848855215
3893558.447,3727073.671,895,895,479,"בית ג,מאל",20,44,ישובים מוסדיים לא יהודים,BEIT JIMAL,31.5389818324731,34.9990462214145
3919509.6,3734432.332,896,896,3000,ירושלים,680500,11,ירושלים,JERUSALEM,31.6012517848865,35.2062869759308
3921696.887,3717784.136,897,897,3563,תקוע,1040,37,ישובים קהילתיים,TEQOA,31.4603725846961,35.2237331700239
3923994.683,3779009.63,898,898,3572,כפר תפוח,446,37,ישובים קהילתיים,KEFAR TAPPUAH,31.9784706741230,35.2420572758024
3948182.863,3730631.436,899,899,3601,קליה,257,33,קיבוצים,QALYA,31.5690881047234,35.4347298649205
3944648.653,3789444.001,900,900,3609,חמרה,136,31,מושבים (כפרים שיתופיים) (ב),HAMRA,32.0667676776696,35.4066029127353
3894286.942,3696995.35,901,901,3724,נגוהות,85,0,ללא סוג,NEGOHOT,31.2844551747882,35.0048701112313
3912097.856,3721170.154,902,902,3725,נווה דניאל,1020,37,ישובים קהילתיים,NEWE DANIYYEL,31.4890255088285,35.1471452254958
3903512.542,3772674.08,903,903,3727,עלי זהב,414,37,ישובים קהילתיים,ALE ZAHAV,31.9248584229600,35.0785920540676
3926645.257,3825777.94,904,904,3728,נחל גנת,0,-99,נקודה שאיננה יישוב,NAHAL GINNAT,32.3742301920575,35.2631901737130
3931689.906,3822515.285,905,905,3729,כדים,125,37,ישובים קהילתיים,KADDIM,32.3466211765736,35.3033976148269
3914624.026,3744750.034,906,906,3730,גבעת זאב,10600,17,"10000-19999 תושבים,ישובים יהודים",GIV'AT ZE'EV,31.6885615198407,35.1673069308502
3891449.936,3681617.536,907,907,3743,טנא,525,37,ישובים קהילתיים,TENE,31.1543261155577,34.9821878597400
3908721.166,3680118.562,908,908,3745,מצדות יהודה,420,32,מושבים שיתופיים,MEZADOT YEHUDA,31.1416416014561,35.1201885871585
3908679.189,3778662.995,909,909,3746,קריית נטפים,344,37,ישובים קהילתיים,QIRYAT NETAFIM,31.9755373982028,35.1198534373200
3911009.181,3753650.274,910,910,3747,דולב,909,37,ישובים קהילתיים,DOLEV,31.7638765077247,35.1384550228186
3922341.541,3785570.046,911,911,3749,יצהר,398,37,ישובים קהילתיים,YIZHAR,32.0339857657496,35.2288744276662
3897774.02,3785836.756,912,912,3750,אלפי מנשה,5250,18,"2000-9999 תושבים,ישובים יהודים",ALFE MENASHE,32.0362426970921,35.0327422549736
3934277.594,3775150.051,913,913,3751,מגדלים,143,37,ישובים קהילתיים,MIGDALIM,31.9458104148991,35.3240155293073
3922939.722,3770503.534,914,914,3752,מעלה לבונה,462,37,ישובים קהילתיים,MA'ALE LEVONA,31.9064909820083,35.2336447869363
3917518.505,3709204.073,915,915,3754,אספר,218,37,ישובים קהילתיים,ASFAR,31.3877669713990,35.1904027999741
3908903.041,3683735.326,916,916,3756,סוסיה,585,37,ישובים קהילתיים,SUSEYA,31.1722471294297,35.1216407262259
3933718.278,3822483.961,917,917,3758,גנים,147,37,ישובים קהילתיים,GANNIM,32.3463561145628,35.3195594594451
3898173.58,3704690.884,918,918,3759,אדורה,205,37,ישובים קהילתיים,ADORA,31.3495757815675,35.0359353969912
3930423.365,3786197.047,919,919,3762,איתמר,534,37,ישובים קהילתיים,ITAMAR,32.0392915252149,35.2933045175642
3926878.222,3743614.768,920,920,3763,גבע בנימין,1570,37,ישובים קהילתיים,GEVA BINYAMIN,31.6789547456194,35.2650473602505
3905104.408,3696929.414,921,921,3764,חגי,374,37,ישובים קהילתיים,HAGGAY,31.2838972188293,35.0913068089963
3926525.151,3773105.855,922,922,3765,עלי,1960,37,ישובים קהילתיים,ELI,31.9285121627082,35.2622326808032
3907328.148,3712054.359,923,923,3766,כרמי צור,579,37,ישובים קהילתיים,KARME ZUR,31.4118864626615,35.1090656405198
3911789.423,3759893.462,924,924,3767,נחליאל,231,37,ישובים קהילתיים,NAHALI'EL,31.8167071741555,35.1446832810795
3901968.287,3771424.848,925,925,3768,פדואל,1010,37,ישובים קהילתיים,PEDU'EL,31.9142872598109,35.0662559334254
3910595.11,3740594.508,926,926,3769,הר אדר,1730,35,ישובים כפריים יהודים אחרים,HAR ADAR,31.6533969124458,35.1351495416683
3898830.808,3754294.36,927,927,3770,חשמונאים,1950,35,ישובים כפריים יהודים אחרים,HASHMONA'IM,31.7693268434348,35.0411874926018
3923295.071,3747666.312,928,928,3779,כוכב יעקב,3250,18,"2000-9999 תושבים,ישובים יהודים",KOKHAV YA'AQOV,31.7132394367970,35.2364785042700
3908778.734,3723775.799,929,929,3780,ביתר עילית,20200,16,"20000-49999 תושבים,ישובים יהודים",BETAR ILLIT,31.5110748183020,35.1206482275497
3930696.8,3730959.755,930,930,3781,קדר,585,37,ישובים קהילתיים,QEDAR,31.5718663856280,35.2954836193808
3953957.417,3807548.88,931,931,3782,רותם,0,0,ללא סוג,ROTEM,32.2199735105950,35.4806680947011
3907450.795,3721285.449,932,932,3783,"נח""ל גבעות",0,0,ללא סוג,"NAHAL GEVA""OT",31.4900011458096,35.1100450087714
3897578.985,3683191.401,933,933,3784,שמעה,340,37,ישובים קהילתיים,SHIM'A,31.1676443612188,35.0311835593807
3952125.696,3805028.424,934,934,3785,משכיות,0,0,ללא סוג,MASKIYYOT,32.1986450891674,35.4660987131400
3944709.259,3721264.738,935,935,3786,אבנת,0,0,ללא סוג,AVENAT,31.4898258885438,35.4070853196133
3903337.267,3758441.93,936,936,3787,נעלה,492,35,ישובים כפריים יהודים אחרים,NA'ALE,31.8044241212838,35.0771919738046
3911381.332,3755130.314,937,937,3788,טלמון,1510,37,ישובים קהילתיים,TALMON,31.7764007962873,35.1414257620261
3907561.7,3783637.954,938,938,3790,נופים,398,35,ישובים כפריים יהודים אחרים,NOFIM,32.0176361530996,35.1109305976607
3897194.042,3789338.829,939,939,3791,צופים,997,35,ישובים כפריים יהודים אחרים,ZUFIM,32.0658776994910,35.0281070771607
3901164.528,3765751.391,940,940,3792,עפרים,810,35,ישובים כפריים יהודים אחרים,OFARIM,31.8662777302422,35.0598345495970
3904210.653,3800930.931,941,941,3793,אבני חפץ,891,37,ישובים קהילתיים,AVNE HEFEZ,32.1639715693690,35.0841683074950
3907342.039,3718596.34,942,942,3794,בת עין,685,37,ישובים קהילתיים,BAT AYIN,31.4672455624901,35.1091765685425
3910467.498,3778900.658,943,943,3795,רבבה,633,37,ישובים קהילתיים,REVAVA,31.9775485367671,35.1341308009602
3900421.883,3752679.464,944,944,3796,כפר האורנים,1240,35,ישובים כפריים יהודים אחרים,KEFAR HAORANIM,31.7556613856047,35.0539010152157
3900743.364,3754350.71,945,945,3797,מודיעין עילית,27386,0,ללא סוג,MODI'IN ILLIT,31.7698036843273,35.0564696056251
3896249.997,3869021.847,946,946,4000,חיפה,270800,13,חיפה,HAIFA,32.7401657466423,35.0205617912827
3983088.985,3921926.216,947,947,4001,בוקעאתא,5110,28,"2000-9999 תושבים,ישובים לא יהודים",BUQ'ATA,33.1878493944325,35.7120683897164
3977006.581,3869000.299,948,948,4002,אלי-עד,235,31,מושבים (כפרים שיתופיים) (ב),ELI-AD,32.7399834076958,35.6638023918523
3982072.849,3919076.152,949,949,4003,אל -רום,285,33,קיבוצים,EL-ROM,33.1637317816333,35.7040067678928
3970042.532,3863677.495,950,950,4004,כפר חרוב,230,33,קיבוצים,KEFAR HARUV,32.6949411490287,35.6085089420828
3984525.572,3874785.391,951,951,4005,חספין,1230,35,ישובים כפריים יהודים אחרים,HASPIN,32.7889376077731,35.7234644872731
3986354.862,3892328.962,952,952,4006,קשת,483,32,מושבים שיתופיים,QESHET,32.9373935897877,35.7379737415777
3984547.284,3886888.136,953,953,4007,יונתן,301,32,מושבים שיתופיים,YONATAN,32.8913526098926,35.7236367113509
3972207.121,3879755.119,954,954,4008,מעלה גמלא,279,31,מושבים (כפרים שיתופיים) (ב),MA'ALE GAMLA,32.8309920907068,35.6256990121500
3976195.559,3910563.184,955,955,4009,שעל,221,31,מושבים (כפרים שיתופיים) (ב),SHA'AL,33.0916939463290,35.6573647226891
3979670.287,3920977.316,956,956,4010,אודם,94,32,מושבים שיתופיים,ODEM,33.1798196809131,35.6849429663266
3981361.913,3871897.024,957,957,4011,אבני איתן,337,31,מושבים (כפרים שיתופיים) (ב),AVNE ETAN,32.7644958758582,35.6983660655199
3978625.717,3889680.424,958,958,4012,אניעם,336,31,מושבים (כפרים שיתופיים) (ב),ANI'AM,32.9149813114135,35.6766532890156
3980970.102,3906547.612,959,959,4013,אורטל,255,33,קיבוצים,ORTAL,33.0577136498342,35.6952572091179
3980058.488,3875809.164,960,960,4014,נטור,48,33,קיבוצים,NATUR,32.7976009114451,35.6880235299578
3972504.224,3868001.854,961,961,4015,בני יהודה,939,37,ישובים קהילתיים,BENE YEHUDA,32.7315344412285,35.6280582040331
3989749.882,3901127.626,962,962,4017,אלוני הבשן,234,32,מושבים שיתופיים,ALLONE HABASHAN,33.0118490282400,35.7648956728837
3978088.725,3864295.977,963,963,4019,מיצר,51,33,קיבוצים,MEZAR,32.7001748257914,35.6723914458045
3972055.342,3868622.206,964,964,4021,גבעת יואב,362,31,מושבים (כפרים שיתופיים) (ב),GIV'AT YO'AV,32.7367839395925,35.6244937701623
3975064.213,3870377.698,965,965,4022,גשור,142,33,קיבוצים,GESHUR,32.7516391351604,35.6483836590320
3979830.197,3927922.018,966,966,4023,נחל נמרוד,0,0,ללא סוג,NAHAL NIMROD,33.2385866509037,35.6862119433448
3973930.411,3914879.085,967,967,4024,קלע,60,37,ישובים קהילתיים,QELA,33.1282156578333,35.6393822049744
3974028.211,3898997,968,968,4025,קדמת צבי,310,31,מושבים (כפרים שיתופיים) (ב),QIDMAT ZEVI,32.9938193947075,35.6401586910108
3967354.501,3886182.215,969,969,4026,חד-נס,401,37,ישובים קהילתיים,HAD-NES,32.8853790149173,35.5871574722322
3974339.888,3878165.707,970,970,4028,כנף,261,31,מושבים (כפרים שיתופיים) (ב),KANAF,32.8175422867011,35.6426332169229
3973066.29,3894085.952,971,971,4100,קצרין,6280,18,"2000-9999 תושבים,ישובים יהודים",QAZRIN,32.9522614651525,35.6325212103093
3983017.875,3912851.094,972,972,4101,מרום גולן,367,33,קיבוצים,MEROM GOLAN,33.1110545384304,35.7115042567119
3981758.536,3930716.329,973,973,4201,מג'דל שמס,8240,28,"2000-9999 תושבים,ישובים לא יהודים",MAJDAL SHAMS,33.2622324726384,35.7015130005700
3980312.297,3926096.809,974,974,4203,מסעדה,3020,28,"2000-9999 תושבים,ישובים לא יהודים",MAS'ADE,33.2231414940483,35.6900375683532
3969113.775,3860300.924,975,975,4204,מבוא חמה,338,33,קיבוצים,MEVO HAMMA,32.6663681690964,35.6011322340927
3974553.193,3865862.187,976,976,4301,אפיק,219,33,קיבוצים,AFIQ,32.7134282939918,35.6443266876203
3978774.514,3930129.426,977,977,4303,"נווה אטי""ב",157,31,מושבים (כפרים שיתופיים) (ב),NEWE ATIV,33.2572660236262,35.6778341867802
3983372.894,3873084.275,978,978,4304,נוב,437,31,מושבים (כפרים שיתופיים) (ב),NOV,32.7745425425003,35.7143206817000
3977594.925,3926727.893,979,979,4502,עין קנייא,1730,45,ישובים כפריים אחרים לא יהודים,EIN QINIYYE,33.2284818146044,35.6684722263638
3984683.643,3907985.091,980,980,4503,עין זיוון,201,33,קיבוצים,EN ZIWAN,33.0698777862797,35.7247183367385
3973074.167,3866887.388,981,981,4551,נאות גולן,255,31,מושבים (כפרים שיתופיים) (ב),NE'OT GOLAN,32.7221036776814,35.6325837518777
3986307.455,3874954.515,982,982,4701,רמת מגשימים,444,32,מושבים שיתופיים,RAMAT MAGSHIMIM,32.7903687558461,35.7375977504232
3969736.904,3875667.991,983,983,4702,רמות,467,31,מושבים (כפרים שיתופיים) (ב),RAMOT,32.7964062863455,35.6060815424070
3871394.183,3773699.758,984,984,5000,תל אביב -יפו,360500,12,תל אביב - יפו,TEL AVIV - YAFO,31.9335378482740,34.8216828665999
3844014.067,3705908.655,985,985,5426,ניסנית,1000,35,ישובים כפריים יהודים אחרים,NISANIT,31.3598807175142,34.6021195392305
3840916.542,3708753.638,986,986,5428,אלי סיני,347,37,ישובים קהילתיים,ELE SINAY,31.3839553337255,34.5772481932615
3839367.053,3707379.159,987,987,5435,דוגית,65,37,ישובים קהילתיים,DUGIT,31.3723243132497,34.5648042354494
3900439.686,3818038.899,988,988,6000,באקה-ג'ת,19800,27,"10000-19999 תושבים,ישובים לא יהודים",BAQA -JATT,32.3087414151600,35.0540432587815
3877842.567,3774745.588,989,989,6100,בני ברק,138900,14,"100000-199999 תושבים,ישובים יהודים",BENE BERAQ,31.9423877901000,34.8733187876700
3868242.543,3765154.921,990,990,6200,בת ים,133900,14,"100000-199999 תושבים,ישובים יהודים",BAT YAM,31.8612303201063,34.7964355765000
3875078.907,3772541.314,991,991,6300,גבעתיים,47400,16,"20000-49999 תושבים,ישובים יהודים",GIV'ATAYIM,31.9237349415195,34.8511920407136
3877821.971,3785517.264,992,992,6400,הרצלייה,83300,15,"50000-99999 תושבים,ישובים יהודים",HERZLIYYA,32.0335391201400,34.8731539125602
3887406.426,3821061.892,993,993,6500,חדרה,74000,15,"50000-99999 תושבים,ישובים יהודים",HADERA,32.3343223767165,34.9498499588731
3872064.154,3764708.768,994,994,6600,חולון,165800,14,"100000-199999 תושבים,ישובים יהודים",HOLON,31.8574549179121,34.8270490256200
3954715.042,3867095.6,995,995,6700,טבריה,39800,16,"20000-49999 תושבים,ישובים יהודים",TIBERIAS,32.7238655966020,35.4866935230534
3907577.197,3869300.121,996,996,6800,קריית אתא,48800,16,"20000-49999 תושבים,ישובים יהודים",QIRYAT ATTA,32.7425205404877,35.1110543415100
3923884.133,3717145.587,997,997,3726,נוקדים,615,37,ישובים קהילתיים,NOQEDIM,31.4549691026274,35.2411757636460
3899545.104,3689918.585,998,998,3748,עתניאל,619,37,ישובים קהילתיים,OTNI'EL,31.2245706690853,35.0468953108430
3895320.752,3780399.303,999,999,3760,אורנית,5190,18,"2000-9999 תושבים,ישובים יהודים",ORANIT,31.9902302660457,35.0131341970927
3901348.847,3779002.919,1000,1000,3778,עץ אפרים,606,35,ישובים כפריים יהודים אחרים,EZ EFRAYIM,31.9784138835985,35.0613071496300
3883702.21,3756882.425,1001,1001,7000,לוד,66500,15,"50000-99999 תושבים,ישובים יהודים",LOD,31.7912273862600,34.9202157672048
3848370.217,3719636.77,1002,1002,7100,אשקלון,103200,14,"100000-199999 תושבים,ישובים יהודים",ASHQELON,31.4760498159979,34.6370859215853
3874166.747,3754050.499,1003,1003,7200,נס ציונה,25800,16,"20000-49999 תושבים,ישובים יהודים",NES ZIYYONA,31.7672632629492,34.8438878498881
3928802.52,3855578.264,1004,1004,7300,נצרת,61700,25,"50000-99999 תושבים,ישובים לא יהודים",NAZARETH,32.6264044053139,35.2803863728663
3880143.287,3804436.484,1005,1005,7400,נתניה,164800,14,"100000-199999 תושבים,ישובים יהודים",NETANYA,32.1936360114322,34.8917351289101
3929648.072,3877434.415,1006,1006,7500,סח'נין,22600,26,"20000-49999 תושבים,ישובים לא יהודים",SAKHNIN,32.8113539931600,35.2871256521825
3906144.148,3885683.448,1007,1007,7600,עכו,45800,16,"20000-49999 תושבים,ישובים יהודים",AKKO,32.8811583880200,35.0996106183200
